3.85,14900
3.86,15000
3.87,15000
3.88,15000
3.89,15100
3.90,15100
3.91,15200
3.92,15200
3.93,15200
3.94,15300
3.95,15300
3.96,15300
3.97,15400
3.98,15400
3.99,15500
4.00,15500
4.01,15500
4.02,15600
4.03,15600
4.04,15700
4.05,15700
4.06,15700
4.07,15800
4.08,15800
4.09,15900
4.10,15900
4.11,15900
4.12,16000
4.13,16000
4.14,16000
4.15,16100
4.16,16100
4.17,16200
4.18,16200
4.19,16200
4.20,16300
4.21,16300
4.22,16400
4.23,16400
4.24,16400
4.25,16500
4.26,16500
4.27,16500
4.28,16600
4.29,16600
4.30,16700
4.31,16700
4.32,16700
4.33,16800
4.34,16800
4.35,16900
4.36,16900
4.37,16900
4.38,17000
4.39,17000
4.40,17100
4.41,17100
4.42,17100
4.43,17200
4.44,17200
4.45,17200
4.46,17300
4.47,17300
4.48,17400
4.49,17400
4.50,17400
4.51,17500
4.52,17500
4.53,17600
4.54,17600
4.55,17600
4.56,17700
4.57,17700
4.58,17800
4.59,17800
4.60,17800
4.61,17900
4.62,17900
4.63,17900
4.64,18000
4.65,18000
4.66,18100
4.67,18100
4.68,18100
4.69,18200
4.70,18200
4.71,18300
4.72,18300
4.73,18300
4.74,18400
4.75,18400
4.76,18500
4.77,18500
4.78,18500
4.79,18600
4.80,18600
4.81,18600
4.82,18700
4.83,18700
4.84,18800
4.85,18800
4.86,18800
4.87,18900
4.88,18900
4.89,19000
4.90,19000
4.91,19000
4.92,19100
4.93,19100
4.94,19200
4.95,19200
4.96,19200
4.97,19300
4.98,19300
4.99,19300
5.00,19400
5.01,19400
5.02,19500
5.03,19500
5.04,19500
5.05,19600
5.06,19600
5.07,19700
5.08,19700
5.09,19700
5.10,19800
5.11,19800
5.12,19900
5.13,19900
5.14,19900
5.15,20000
5.16,20000
5.17,20000
5.18,20100
5.19,20100
5.20,20200
5.21,20200
5.22,20200
5.23,20300
5.24,20300
5.25,20400
5.26,20400
5.27,20400
5.28,20500
5.29,20500
5.30,20600
5.31,20600
5.32,20600
5.33,20700
5.34,20700
5.35,20700
5.36,20800
5.37,20800
5.38,20900
5.39,20900
5.40,20900
5.41,21000
5.42,21000
5.43,21100
5.44,21100
5.45,21100
5.46,21200
5.47,21200
5.48,21300
5.49,21300
5.50,21300
5.51,21400
5.52,21400
5.53,21400
5.54,21500
5.55,21500
5.56,21600
5.57,21600
5.58,21600
5.59,21700
5.60,21700
5.61,21800
5.62,21800
5.63,21800
5.64,21900
5.65,21900
5.66,22000
5.67,22000
5.68,22000
5.69,22100
5.70,22100
5.71,22100
5.72,22200
5.73,22200
5.74,22300
5.75,22300
5.76,22300
5.77,22400
5.78,22400
5.79,22500
5.80,22500
5.81,22500
5.82,22600
5.83,22600
5.84,22700
5.85,22700
5.86,22700
5.87,22800
5.88,22800
5.89,22800
5.90,22900
5.91,22900
5.92,23000
5.93,23000
5.94,23000
5.95,23100
5.96,23100
5.97,23200
5.98,23200
5.99,23200
6.00,23300
6.01,23300
6.02,23400
6.03,23400
6.04,23400
6.05,23500
6.06,23500
6.07,23500
6.08,23600
6.09,23600
6.10,23700
6.11,23700
6.12,23700
6.13,23800
6.14,23800
6.15,23900
6.16,23900
6.17,23900
6.18,24000
6.19,24000
6.20,24100
6.21,24100
6.22,24100
6.23,24200
6.24,24200
6.25,24200
6.26,24300
6.27,24300
6.28,24400
6.29,24400
6.30,24400
6.31,24500
6.32,24500
6.33,24600
6.34,24600
6.35,24600
6.36,24700
6.37,24700
6.38,24800
6.39,24800
6.40,24800
6.41,24900
6.42,24900
6.43,24900
6.44,25000
6.45,25000
6.46,25100
6.47,25100
6.48,25100
6.49,25200
6.50,25200
6.51,25300
6.52,25300
6.53,25300
6.54,25400
6.55,25400
6.56,25500
6.57,25500
6.58,25500
6.59,25600
6.60,25600
6.61,25600
6.62,25700
6.63,25700
6.64,25800
6.65,25800
6.66,25800
6.67,25900
6.68,25900
6.69,26000
6.70,26000
6.71,26000
6.72,26100
6.73,26100
6.74,26200
6.75,26200
6.76,26200
6.77,26300
6.78,26300
6.79,26300
6.80,26400
6.81,26400
6.82,26500
6.83,26500
6.84,26500
6.85,26600
6.86,26600
6.87,26700
6.88,26700
6.89,26700
6.90,26800
6.91,26800
6.92,26900
6.93,26900
6.94,26900
6.95,27000
6.96,27000
6.97,27000
6.98,27100
6.99,27100
7.00,27200
7.01,27200
7.02,27200
7.03,27300
7.04,27300
7.05,27400
7.06,27400
7.07,27400
7.08,27500
7.09,27500
7.10,27600
7.11,27600
7.12,27600
7.13,27700
7.14,27700
7.15,27700
7.16,27800
7.17,27800
7.18,27900
7.19,27900
7.20,27900
7.21,28000
7.22,28000
7.23,28100
7.24,28100
7.25,28100
7.26,28200
7.27,28200
7.28,28300
7.29,28300
7.30,28300
7.31,28400
7.32,28400
7.33,28400
7.34,28500
7.35,28500
7.36,28600
7.37,28600
7.38,28600
7.39,28700
7.40,28700
7.41,28800
7.42,28800
7.43,28800
7.44,28900
7.45,28900
7.46,29000
7.47,29000
7.48,29000
7.49,29100
7.50,29100
7.51,29100
7.52,29200
7.53,29200
7.54,29300
7.55,29300
7.56,29300
7.57,29400
7.58,29400
7.59,29500
7.60,29500
7.61,29500
7.62,29600
7.63,29600
7.64,29700
7.65,29700
7.66,29700
7.67,29800
7.68,29800
7.69,29800
7.70,29900
7.71,29900
7.72,30000
7.73,30000
7.74,30000
7.75,30100
7.76,30100
7.77,30200
7.78,30200
7.79,30200
7.80,30300
7.81,30300
7.82,30400
7.83,30400
7.84,30400
7.85,30500
7.86,30500
7.87,30500
7.88,30600
7.89,30600
7.90,30700
7.91,30700
7.92,30700
7.93,30800
7.94,30800
7.95,30900
7.96,30900
7.97,30900
7.98,31000
7.99,31000
8.00,31100
8.01,31100
8.02,31100
8.03,31200
8.04,31200
8.05,31200
8.06,31300
8.07,31300
8.08,31400
8.09,31400
8.10,31400
8.11,31500
8.12,31500
8.13,31600
8.14,31600
8.15,31600
8.16,31700
8.17,31700
8.18,31800
8.19,31800
8.20,31800
8.21,31900
8.22,31900
8.23,31900
8.24,32000
8.25,32000
8.26,32100
8.27,32100
8.28,32100
8.29,32200
8.30,32200
8.31,32300
8.32,32300
8.33,32300
8.34,32400
8.35,32400
8.36,32500
8.37,32500
8.38,32500
8.39,32600
8.40,32600
8.41,32600
8.42,32700
8.43,32700
8.44,32800
8.45,32800
8.46,32800
8.47,32900
8.48,32900
8.49,33000
8.50,33000
8.51,33000
8.52,33100
8.53,33100
8.54,33100
8.55,33200
8.56,33200
8.57,33300
8.58,33300
8.59,33300
8.60,33400
8.61,33400
8.62,33500
8.63,33500
8.64,33500
8.65,33600
8.66,33600
8.67,33700
8.68,33700
8.69,33700
8.70,33800
8.71,33800
8.72,33800
8.73,33900
8.74,33900
8.75,34000
8.76,34000
8.77,34000
8.78,34100
8.79,34100
8.80,34200
8.81,34200
8.82,34200
8.83,34300
8.84,34300
8.85,34400
8.86,34400
8.87,34400
8.88,34500
8.89,34500
8.90,34500
8.91,34600
8.92,34600
8.93,34700
8.94,34700
8.95,34700
8.96,34800
8.97,34800
8.98,34900
8.99,34900
9.00,34900
9.01,35000
9.02,35000
9.03,35100
9.04,35100
9.05,35100
9.06,35200
9.07,35200
9.08,35200
9.09,35300
9.10,35300
9.11,35400
9.12,35400
9.13,35400
9.14,35500
9.15,35500
9.16,35600
9.17,35600
9.18,35600
9.19,35700
9.20,35700
9.21,35800
9.22,35800
9.23,35800
9.24,35900
9.25,35900
9.26,35900
9.27,36000
9.28,36000
9.29,36100
9.30,36100
9.31,36100
9.32,36200
9.33,36200
9.34,36300
9.35,36300
9.36,36300
9.37,36400
9.38,36400
9.39,36500
9.40,36500
9.41,36500
9.42,36600
9.43,36600
9.44,36600
9.45,36700
9.46,36700
9.47,36800
9.48,36800
9.49,36800
9.50,36900
9.51,36900
9.52,37000
9.53,37000
9.54,37000
9.55,37100
9.56,37100
9.57,37200
9.58,37200
9.59,37200
9.60,37300
9.61,37300
9.62,37300
9.63,37400
9.64,37400
9.65,37500
9.66,37500
9.67,37500
9.68,37600
9.69,37600
9.70,37700
9.71,37700
9.72,37700
9.73,37800
9.74,37800
9.75,37900
9.76,37900
9.77,37900
9.78,38000
9.79,38000
9.80,38000
9.81,38100
9.82,38100
9.83,38200
9.84,38200
9.85,38200
9.86,38300
9.87,38300
9.88,38400
9.89,38400
9.90,38400
9.91,38500
9.92,38500
9.93,38600
9.94,38600
9.95,38600
9.96,38700
9.97,38700
9.98,38700
9.99,38800
10.00,38800
10.01,38900
10.02,38900
10.03,38900
10.04,39000
10.05,39000
10.06,39100
10.07,39100
10.08,39100
10.09,39200
10.10,39200
10.11,39300
10.12,39300
10.13,39300
10.14,39400
10.15,39400
10.16,39400
10.17,39500
10.18,39500
10.19,39600
10.20,39600
10.21,39600
10.22,39700
10.23,39700
10.24,39800
10.25,39800
10.26,39800
10.27,39900
10.28,39900
10.29,40000
10.30,40000
10.31,40000
10.32,40100
10.33,40100
10.34,40100
10.35,40200
10.36,40200
10.37,40300
10.38,40300
10.39,40300
10.40,40400
10.41,40400
10.42,40500
10.43,40500
10.44,40500
10.45,40600
10.46,40600
10.47,40700
10.48,40700
10.49,40700
10.50,40800
10.51,40800
10.52,40800
10.53,40900
10.54,40900
10.55,41000
10.56,41000
10.57,41000
10.58,41100
10.59,41100
10.60,41200
10.61,41200
10.62,41200
10.63,41300
10.64,41300
10.65,41400
10.66,41400
10.67,41400
10.68,41500
10.69,41500
10.70,41500
10.71,41600
10.72,41600
10.73,41700
10.74,41700
10.75,41700
10.76,41800
10.77,41800
10.78,41900
10.79,41900
10.80,41900
10.81,42000
10.82,42000
10.83,42100
10.84,42100
10.85,42100
10.86,42200
10.87,42200
10.88,42200
10.89,42300
10.90,42300
10.91,42400
10.92,42400
10.93,42400
10.94,42500
10.95,42500
10.96,42600
10.97,42600
10.98,42600
10.99,42700
11.00,42700
11.01,42800
11.02,42800
11.03,42800
11.04,42900
11.05,42900
11.06,42900
11.07,43000
11.08,43000
11.09,43100
11.10,43100
11.11,43100
11.12,43200
11.13,43200
